Column1;Column2;Column3;Column4
czywiesz1120;jaki napêd mia³a amerykañska kanonierka rzeczna USS Chillicothe?;98/53/2e/60/df/4e/8a/0c/bf/08/34/83/46/83/b7/21/wikiUSS#Chillicothe/wikiUSS#Chillicothe.xml;wikiUSS#Chillicothe
czywiesz1121;który wêgierski genera³ wyst¹pi³ w 2007 roku ze stanu kap³añskiego?;10/35/1c/be/c2/e6/24/e4/a7/a0/ae/cc/1b/b4/ba/09/wikiTam_225_s#Szab_243_/wikiTam_225_s#Szab_243_.xml;wikiTam_225_s#Szab_243_
czywiesz1122;kiedy demokracja ma swoje œwiêto?;8a/5b/e4/3d/38/f1/28/c1/f8/b8/89/64/52/05/6f/60/wikiMi_281_dzynarodowy#Dzie_324_#Demokracji/wikiMi_281_dzynarodowy#Dzie_324_#Demokracji.xml;wikiMi_281_dzynarodowy#Dzie_324_#Demokracji
czywiesz1123;gdzie zimuje œwiergotek tundrowy?;1d/22/96/7b/40/12/a2/9b/4b/45/26/3f/87/46/b5/bf/wiki_346_wiergotek#tundrowy/wiki_346_wiergotek#tundrowy.xml;wiki_346_wiergotek#tundrowy
czywiesz1124;dlaczego w chorobie Hartnupów wystêpuje podwy¿szony poziom indykanu w moczu?;5c/83/0e/9e/17/2e/02/04/15/c0/8d/aa/d8/a9/07/5c/wikiIndykan#_40_glikozyd_41_/wikiIndykan#_40_glikozyd_41_.xml;wikiIndykan#_40_glikozyd_41_
czywiesz1125;które dzie³o Giuseppe Verdi nazwa³ swoj¹ najpiêkniejsz¹ oper¹?;98/ce/95/78/c0/1f/bd/71/87/3a/3f/35/20/ec/f8/c7/wikiCasa#di#Riposo#per#Musicisti/wikiCasa#di#Riposo#per#Musicisti.xml;wikiCasa#di#Riposo#per#Musicisti
czywiesz1126;który Polenlager na Œl¹sku przekszta³cono w obóz koncentracyjny dla dzieci?;4a/70/8b/2c/65/e8/9b/bd/2f/44/2a/0c/51/48/b3/f0/wikiOb_243_z#niemiecki#dla#Polak_243_w#_40_Polenlager_41_#w#Pogrzebieniu/wikiOb_243_z#niemiecki#dla#Polak_243_w#_40_Polenlager_41_#w#Pogrzebieniu.xml;wikiOb_243_z#niemiecki#dla#Polak_243_w#_40_Polenlager_41_#w#Pogrzebieniu
czywiesz1127;jakie wiêzy rodzinne ³¹cz¹ irañskiego piêœciarza i olimpijczyka Emanoula Aghasiego z amerykañskim tenisistami Andre Agassim i Ricardo Gonzálezem?;9c/43/83/7b/38/11/33/3f/2d/58/73/29/9e/24/cc/b3/wikiEmanoul#Aghasi/wikiEmanoul#Aghasi.xml;wikiEmanoul#Aghasi
czywiesz1128;kto fotografowa³ „kociaki” na ok³adki „Przekroju”?;96/39/26/37/a4/c3/77/1c/e2/ee/92/1a/fa/da/61/7f/wikiWojciech#Plewi_324_ski/wikiWojciech#Plewi_324_ski.xml;wikiWojciech#Plewi_324_ski
czywiesz1129;dlaczego planeta pozas³oneczna Kepler-16b bywa nazywana „Tatooine”?;7f/9a/a8/7c/36/a8/4e/dd/33/7f/37/a1/b5/e6/b8/8b/wikiKepler_45_16b/wikiKepler_45_16b.xml;wikiKepler_45_16b
czywiesz1130;który hiszpañski duchowny nazywany jest pierwszym protestanckim reformatorem?;95/eb/20/37/45/d2/7e/30/0a/7f/ba/22/ce/e0/40/03/wikiKlaudiusz#z#Turynu/wikiKlaudiusz#z#Turynu.xml;wikiKlaudiusz#z#Turynu
czywiesz1131;jakie nagrody i wyró¿nienia zdoby³a Spó³dzielnia Pracy Cukry Nyskie?;a4/22/8a/3b/e0/6a/31/de/18/29/2c/88/ec/9a/44/45/wikiSp_243__322_dzielnia#Pracy#Cukry#Nyskie/wikiSp_243__322_dzielnia#Pracy#Cukry#Nyskie.xml;wikiSp_243__322_dzielnia#Pracy#Cukry#Nyskie
czywiesz1132;który ze znanych sadowników by³ za³o¿ycielem zak³adów Tymbark SA oraz pos³em na Sejm PRL?;85/e6/8c/71/c5/ff/7c/a0/1c/3f/5a/6c/44/c4/42/a1/wikiJ_243_zef#Marek#_40_in_380_ynier_41_/wikiJ_243_zef#Marek#_40_in_380_ynier_41_.xml;wikiJ_243_zef#Marek#_40_in_380_ynier_41_
czywiesz1133;dlaczego botanicy zainteresowali siê ³awkami koœcio³a w Jarszewie?;98/75/46/21/00/6a/95/94/6a/64/07/7b/c9/fd/e1/c7/wikiKo_347_ci_243__322_#Narodzenia#Naj_347_wi_281_tszej#Maryi#Panny#w#Jarszewie/wikiKo_347_ci_243__322_#Narodzenia#Naj_347_wi_281_tszej#Maryi#Panny#w#Jarszewie.xml;wikiKo_347_ci_243__322_#Narodzenia#Naj_347_wi_281_tszej#Maryi#Panny#w#Jarszewie
czywiesz1134;które obserwatorium astronomiczne jako jedyne w Polsce jest stale udostêpnione zwiedzaj¹cym?;72/43/ab/4d/10/4c/2c/e4/bc/ed/3b/dc/dc/ef/5a/c5/wikiObserwatorium#Astronomiczne#im_46_#Tadeusza#Banachiewicza#na#Lubomirze/wikiObserwatorium#Astronomiczne#im_46_#Tadeusza#Banachiewicza#na#Lubomirze.xml;wikiObserwatorium#Astronomiczne#im_46_#Tadeusza#Banachiewicza#na#Lubomirze
czywiesz1135;jakie imiê nosi prorok wspominany w inskrypcji z Dajr Alla?;5e/b4/3d/6a/b4/9c/f9/fb/5e/e6/d3/65/71/6e/ef/c0/wikiInskrypcja#z#Dajr#Alla/wikiInskrypcja#z#Dajr#Alla.xml;wikiInskrypcja#z#Dajr#Alla
czywiesz1136;jakim typem jest S³oñce?;d0/ef/62/4b/68/0b/21/7a/50/90/88/6a/d3/26/a4/84/wikiGwiazdy#typu#widmowego#G/wikiGwiazdy#typu#widmowego#G.xml;wikiGwiazdy#typu#widmowego#G
czywiesz1137;w którym roku powsta³a Cerkiew œw. Micha³a Archanio³a w Bystrem?;e4/c4/53/24/8d/61/0e/4a/55/a3/c9/ed/e0/96/87/90/wikiCerkiew#_347_w_46_#Micha_322_a#Archanio_322_a#w#Bystrem/wikiCerkiew#_347_w_46_#Micha_322_a#Archanio_322_a#w#Bystrem.xml;wikiCerkiew#_347_w_46_#Micha_322_a#Archanio_322_a#w#Bystrem
czywiesz1138;w którym jêzyku operatory logiczne maj¹ najwy¿szy priorytet?;dc/10/97/1e/df/e4/85/c2/61/f9/9a/32/74/28/30/77/wikiOperator#logiczny/wikiOperator#logiczny.xml;wikiOperator#logiczny
czywiesz1139;jakie materia³y przewo¿one s¹ wagonami 441V?;06/7c/fa/8b/9f/be/87/10/cd/df/16/aa/54/7f/af/6d/wiki441V/wiki441V.xml;wiki441V
czywiesz1140;kto stworzy³ polsk¹ szko³ê in¿ynierii chemicznej?;06/2a/b2/d0/c5/ff/cf/ce/8e/72/fe/89/5e/ca/6c/a0/wikiJanusz#Ciborowski/wikiJanusz#Ciborowski.xml;wikiJanusz#Ciborowski
czywiesz1141;które muzeum udostêpni³o do digitalizacji najstarsz¹ drukowan¹ historiê Polski?;66/8f/2e/da/b6/73/4f/2a/8c/05/a7/25/db/2a/76/25/wikiMuzeum#Regionalne#Ziemi#Miechowskiej#w#Miechowie/wikiMuzeum#Regionalne#Ziemi#Miechowskiej#w#Miechowie.xml;wikiMuzeum#Regionalne#Ziemi#Miechowskiej#w#Miechowie
czywiesz1142;kogo wozi³a czarna Marusia?;d4/38/82/52/91/91/bc/d9/1f/a9/81/73/65/25/95/8e/wikiCzornyj#woron/wikiCzornyj#woron.xml;wikiCzornyj#woron
czywiesz1143;w jakiej przestrzeni wystêpuj¹ grupy Coxetera?;ff/18/d5/90/18/68/06/b1/01/f3/0f/fe/76/3c/18/2f/wikiGrupa#Coxetera/wikiGrupa#Coxetera.xml;wikiGrupa#Coxetera
czywiesz1144;dla którego teatru wa¿ne momenty wyznacza³a opera Libusza Bedøicha Smetany?;cf/40/9c/53/25/d5/22/95/16/ba/b5/f5/43/fc/ff/4a/wikiTeatr#Narodowy#w#Pradze/wikiTeatr#Narodowy#w#Pradze.xml;wikiTeatr#Narodowy#w#Pradze
czywiesz1145;z której ksiêgi Starego Testamentu T.E.Lawrence zaczerpn¹³ pomys³ na tytu³ powieœci Siedem filarów m¹droœci?;de/df/af/67/27/8a/51/ae/a9/bd/2b/d1/52/c8/29/93/wikiSiedem#filar_243_w#m_261_dro_347_ci/wikiSiedem#filar_243_w#m_261_dro_347_ci.xml;wikiSiedem#filar_243_w#m_261_dro_347_ci
czywiesz1146;jak du¿e s¹ anielskie skrzyd³a?;0e/e6/45/4f/7d/74/b6/80/64/76/89/f6/83/6c/c8/b4/wikiBok_243_wka#bia_322_a/wikiBok_243_wka#bia_322_a.xml;wikiBok_243_wka#bia_322_a
czywiesz1147;jak d³ugo endospory laseczki siennej s¹ w stanie przetrwaæ w kosmosie?;d1/25/ce/d1/e5/a7/ba/96/d4/78/1e/25/64/89/63/18/wikiLaseczka#sienna/wikiLaseczka#sienna.xml;wikiLaseczka#sienna
czywiesz1148;kiedy st¹pa³ po ziemi Linhevenator?;4d/72/4f/fb/b6/e5/7c/8a/a0/98/c3/ba/0d/4d/00/28/wikiLinhevenator/wikiLinhevenator.xml;wikiLinhevenator
czywiesz1149;dlaczego puenta wykonywana jest nachwytem?;b8/8d/c3/b5/0d/1b/2d/59/79/df/ab/96/13/a4/7e/07/wikiPuenta#_40_p_233_tanque_41_/wikiPuenta#_40_p_233_tanque_41_.xml;wikiPuenta#_40_p_233_tanque_41_
czywiesz1150;w jakim gwiazdozbiorze zlokalizowana jest WASP-13?;19/4e/0b/bd/45/b6/91/6b/85/f1/47/58/41/04/55/b6/wikiWASP_45_13/wikiWASP_45_13.xml;wikiWASP_45_13
czywiesz1151;gubernator którego amerykañskiego stanu w m³odoœci znacznie lepiej mówi³ po francusku ni¿ po angielsku?;ab/0c/5c/42/0f/48/25/9d/71/bc/e4/d5/c0/ad/82/30/wikiPaul#LePage/wikiPaul#LePage.xml;wikiPaul#LePage
czywiesz1152;gdzie znajduje siê najstarsza prawos³awna wspólnota monastyczna na kontynencie amerykañskim?;16/7c/0b/a0/ca/ca/ba/17/c9/56/72/c1/99/3e/3d/3a/wikiMonaster#_347_w_46_#Tichona#Zado_324_skiego#w#South#Canaan/wikiMonaster#_347_w_46_#Tichona#Zado_324_skiego#w#South#Canaan.xml;wikiMonaster#_347_w_46_#Tichona#Zado_324_skiego#w#South#Canaan
czywiesz1153;kto uratowa³ Polaków w Cho³oniewiczach?;9c/4e/f5/2e/ac/63/ca/f4/d4/66/db/23/69/3a/b3/e7/wikiZbrodnie#w#Cho_322_oniewiczach/wikiZbrodnie#w#Cho_322_oniewiczach.xml;wikiZbrodnie#w#Cho_322_oniewiczach
czywiesz1154;czyim imieniem nazwano cykl seminariów analizy termicznej zapocz¹tkowany w P³ocku w 1977 roku?;c0/dd/3d/64/92/7d/7a/0c/d4/25/bf/bb/78/af/0a/35/wikiStanis_322_aw#Bretsznajder/wikiStanis_322_aw#Bretsznajder.xml;wikiStanis_322_aw#Bretsznajder
czywiesz1155;z czym serwuje siê kluchy po³om bite?;42/68/04/0d/8f/26/5b/0d/0c/3f/99/05/57/1b/79/45/wikiKluchy#po_322_om#bite/wikiKluchy#po_322_om#bite.xml;wikiKluchy#po_322_om#bite
czywiesz1156;gdzie znaleziono szcz¹tki talosa?;f1/79/22/21/3b/67/6e/a4/e4/41/a5/c8/66/9b/6d/0f/wikiTalos#_40_dinozaur_41_/wikiTalos#_40_dinozaur_41_.xml;wikiTalos#_40_dinozaur_41_
czywiesz1157;"który dyplomata znalaz³ siê wœród najseksowniejszych mê¿czyzn œwiata wed³ug ""Elle""?";aa/a4/88/15/d7/47/f6/bc/00/95/43/fd/7c/74/7d/87/wikiJamie#Shea/wikiJamie#Shea.xml;wikiJamie#Shea
czywiesz1158;w jakich okolicznoœciach Giuseppe Verdi pozna³ swoj¹ drug¹ ¿onê?;5e/8b/14/fc/46/7e/a5/30/35/76/91/36/3a/97/62/d2/wikiGiuseppina#Strepponi/wikiGiuseppina#Strepponi.xml;wikiGiuseppina#Strepponi
czywiesz1159;gdzie le¿y japoñski Matterhorn?;d1/04/e5/67/fc/8b/18/3f/80/7c/01/d5/fc/e6/d8/2f/wikiYari_45_ga_45_take/wikiYari_45_ga_45_take.xml;wikiYari_45_ga_45_take
czywiesz1160;co stwierdzili biegli Agencji Bezpieczeñstwa Wewnêtrznego i Komendy G³ównej Policji na temat odg³osów zarejestrowanych na materiale filmowym znanym jako Samolot p³onie?;ce/43/a0/94/e0/98/d7/1d/d6/67/5f/07/81/56/f3/1c/wikiSamolot#p_322_onie/wikiSamolot#p_322_onie.xml;wikiSamolot#p_322_onie
czywiesz1161;jaki system prawa obowi¹zywa³ polsk¹ szlachtê przez ponad 500 lat?;ff/33/eb/2c/56/de/a1/62/ad/b0/c4/32/53/f9/07/70/wikiPrawo#ziemskie#_40_historia#prawa_41_/wikiPrawo#ziemskie#_40_historia#prawa_41_.xml;wikiPrawo#ziemskie#_40_historia#prawa_41_
czywiesz1162;jak smakuje clintonia?;e6/3c/48/51/2e/b1/7f/39/55/77/16/8a/19/ea/b7/6b/wikiClintonia/wikiClintonia.xml;wikiClintonia
czywiesz1163;gdzie znajduje siê jeden z najwiêkszych na Pomorzu Zachodnim pomnik poleg³ych w I wojnie œwiatowej?;b3/48/39/d9/7f/02/83/5b/55/1a/fb/28/37/35/39/07/wikiPomnik#poleg_322_ych#w#I#wojnie#_347_wiatowej#mieszka_324_c_243_w#Maszewa/wikiPomnik#poleg_322_ych#w#I#wojnie#_347_wiatowej#mieszka_324_c_243_w#Maszewa.xml;wikiPomnik#poleg_322_ych#w#I#wojnie#_347_wiatowej#mieszka_324_c_243_w#Maszewa
czywiesz1164;dlaczego królewski jacht Britannia posiada³ status okrêtu Royal Navy?;24/e5/67/46/0a/76/a9/d4/cf/65/43/1b/8e/5f/5b/f7/wikiHMY#Britannia/wikiHMY#Britannia.xml;wikiHMY#Britannia
czywiesz1165;w jaki sposób minogi ³¹cz¹ rodziny Chynowskich i Wussowów?;21/7f/75/c9/6b/a1/68/ec/aa/e8/7e/dd/6a/83/10/a3/wikiWussow/wikiWussow.xml;wikiWussow
czywiesz1166;co leczono rentgenolem w opowiadaniu Swetos³awa Minkowa?;78/28/7a/0a/02/37/1a/01/5a/4b/e6/7f/37/7f/33/6a/wikiDama#o#przedziwnych#oczach/wikiDama#o#przedziwnych#oczach.xml;wikiDama#o#przedziwnych#oczach
czywiesz1167;czy suse³ morêgowany naprawdê d³ugo sypia?;18/f0/d6/32/a0/31/71/62/45/e5/15/59/72/47/9f/e5/wikiSuse_322_#mor_281_gowany/wikiSuse_322_#mor_281_gowany.xml;wikiSuse_322_#mor_281_gowany
czywiesz1168;co by³o w herbach Bia³og³owskich, Szelutów, Pszonków i Paraskich?;65/76/5b/f2/1e/5b/a6/19/c4/71/a4/c9/2f/b6/a0/90/wikiParaski/wikiParaski.xml;wikiParaski
czywiesz1169;jakie zmiany monetarne przyczyni³y siê do wybuchu buntu ch³opów w Transylwanii w XV wieku?;ba/cf/b0/ce/c8/10/cb/49/94/d6/ee/39/c2/c9/2c/fc/wikiBunt#ch_322_op_243_w#w#Transylwanii/wikiBunt#ch_322_op_243_w#w#Transylwanii.xml;wikiBunt#ch_322_op_243_w#w#Transylwanii
czywiesz1170;kto ma swoje œwiêto w dzieñ wspomnienia œw. Gabriela Archanio³a?;86/46/60/59/7f/b1/d6/ad/3d/5d/71/9b/fc/a5/f6/c4/wikiDzie_324_#Kuriera#i#Przewo_378_nika/wikiDzie_324_#Kuriera#i#Przewo_378_nika.xml;wikiDzie_324_#Kuriera#i#Przewo_378_nika
czywiesz1171;ile wa¿y najwiêksza w œwiecie waza?;38/dc/a2/12/ee/6e/f5/4c/c2/bf/2e/a5/db/01/2a/dc/wikiCaryca#Waz/wikiCaryca#Waz.xml;wikiCaryca#Waz
czywiesz1172;z czyjej inicjatywy wybudowano schronisko PTTK na Polanie Chocho³owskiej?;6b/92/96/a5/a6/db/2c/48/a1/4c/ed/54/da/58/a1/c2/wikiWarszawski#Klub#Narciarski/wikiWarszawski#Klub#Narciarski.xml;wikiWarszawski#Klub#Narciarski
czywiesz1173;jaki jest g³ówny w¹tek fabu³y serii KimiKiss?;39/08/e8/95/48/77/50/ed/3b/57/ee/94/5e/fb/57/4f/wikiKimiKiss/wikiKimiKiss.xml;wikiKimiKiss
czywiesz1174;jak powita³ pierwszych wiêŸniów w Auschwitz kierownik obozu Karl Fritzsch?;1c/4f/e0/56/8d/a6/e8/e8/07/68/aa/b5/da/94/5c/01/wikiPierwszy#masowy#transport#do#Auschwitz/wikiPierwszy#masowy#transport#do#Auschwitz.xml;wikiPierwszy#masowy#transport#do#Auschwitz
czywiesz1175;ile statków i okrêtów alianckich zatopi³y niemieckie U-Booty podczas bitwy o Atlantyk?;3d/ff/8c/72/09/65/4f/37/62/2f/33/c4/93/31/3c/9f/wikiBitwa#o#Atlantyk/wikiBitwa#o#Atlantyk.xml;wikiBitwa#o#Atlantyk
czywiesz1176;który w³oski malarz nazywany jest ojcem fotografii albañskiej?;12/93/f0/ec/a6/0f/74/44/b6/39/04/6d/b7/8b/39/b5/wikiPietro#Marubi/wikiPietro#Marubi.xml;wikiPietro#Marubi
czywiesz1177;czyje dzie³a publikowane s¹ przez wydawnictwo Rowohlt?;4f/40/fb/89/b1/0a/4b/39/58/52/6c/27/1f/d1/e2/5a/wikiWydawnictwo#Rowohlt/wikiWydawnictwo#Rowohlt.xml;wikiWydawnictwo#Rowohlt
czywiesz1178;kto mo¿e otrzymaæ niebiesk¹ kartê?;2e/65/7c/aa/6d/73/f1/63/da/8b/6f/a2/26/4d/a7/2b/wikiNiebieska#karta/wikiNiebieska#karta.xml;wikiNiebieska#karta
czywiesz1179;jak spo¿ywaæ trójsklepki?;47/c6/46/5b/3d/3f/2b/56/90/87/19/2b/04/25/60/d9/wikiTr_243_jsklepka/wikiTr_243_jsklepka.xml;wikiTr_243_jsklepka
czywiesz1180;czyim imieniem nazwano najwiêkszy ¿aglowiec szkolny œwiata?;d2/12/a8/f3/53/5d/23/91/bf/78/00/bb/c6/a4/a4/ad/wikiGieorgij#Siedow/wikiGieorgij#Siedow.xml;wikiGieorgij#Siedow
czywiesz1181;kiedy zosta³ zbudowany zabytkowy Dwór Benedykta Górskiego?;d3/97/3a/06/f2/28/02/fd/f6/81/e2/60/6d/f0/3a/4c/wikiDw_243_r#Benedykta#G_243_rskiego/wikiDw_243_r#Benedykta#G_243_rskiego.xml;wikiDw_243_r#Benedykta#G_243_rskiego
czywiesz1182;sk¹d zamek Runkel mia³ wzi¹æ swoj¹ nazwê?;ea/50/4d/71/20/e0/73/c5/45/e5/ec/ab/db/01/e4/da/wikiZamek#Runkel/wikiZamek#Runkel.xml;wikiZamek#Runkel
czywiesz1183;który mnich jest autorem ¯ywota œwiêtego Sawy?;a4/39/8b/21/7a/26/ac/aa/cc/6f/41/59/1d/06/22/22/wiki_379_ywot#_347_wi_281_tego#Sawy/wiki_379_ywot#_347_wi_281_tego#Sawy.xml;wiki_379_ywot#_347_wi_281_tego#Sawy
czywiesz1184;w jakim celu wybudowano pagodê Liuhe?;20/88/86/46/b8/23/30/be/0b/41/8c/1b/b0/a6/47/0e/wikiPagoda#Liuhe/wikiPagoda#Liuhe.xml;wikiPagoda#Liuhe
czywiesz1185;w jaki sposób mo¿na odró¿niæ muchomora bia³o¿ó³tawego od innych gatunków muchomorów?;5d/16/8b/8c/50/68/db/39/2e/47/34/da/37/e4/ac/1d/wikiMuchomor#bia_322_o_380__243__322_tawy/wikiMuchomor#bia_322_o_380__243__322_tawy.xml;wikiMuchomor#bia_322_o_380__243__322_tawy
czywiesz1186;ile by³o wariantów herbu Rekowski I?;08/26/05/07/33/b5/18/0b/d1/24/b0/dd/fd/e5/34/e1/wikiRekowski/wikiRekowski.xml;wikiRekowski
czywiesz1187;kiedy, wed³ug strategii Flexible Path, NASA wyœle cz³owieka na Marsa?;87/34/f6/01/f0/16/52/23/1b/6c/4c/bc/25/8c/83/24/wikiFlexible#Path/wikiFlexible#Path.xml;wikiFlexible#Path
czywiesz1188;w jaki sposób rosyjscy biolodzy odkryli gramicydynê S, której mechanizm dzia³ania nie jest poznany do dnia dzisiejszego?;a1/39/42/63/1d/0e/55/24/be/75/64/b5/61/d2/4f/a4/wikiGramicydyna#S/wikiGramicydyna#S.xml;wikiGramicydyna#S
czywiesz1189;co poza Panteonem i œwi¹tyni¹ Apollina mo¿na znaleŸæ na terenie angielskiej rezydencji Stourhead?;27/eb/a9/86/66/da/ec/da/1e/7e/6c/fa/bc/03/db/55/wikiStourhead/wikiStourhead.xml;wikiStourhead
czywiesz1190;ile lat trwa³y rz¹dy Muammara Kaddafiego w Libii?;55/06/1b/1d/6b/a0/fe/3c/90/7d/7e/a1/7b/c1/bb/ad/wikiLibia#w#okresie#rz_261_d_243_w#Muammara#Kaddafiego/wikiLibia#w#okresie#rz_261_d_243_w#Muammara#Kaddafiego.xml;wikiLibia#w#okresie#rz_261_d_243_w#Muammara#Kaddafiego
czywiesz1191;kto by³ pierwszym redaktorem czasopisma Stra¿ imienia Marii?;c9/9f/4f/b7/b2/a2/cb/04/f6/f7/f5/7a/78/c3/29/bd/wikiStra_380_#imienia#Marii/wikiStra_380_#imienia#Marii.xml;wikiStra_380_#imienia#Marii
czywiesz1192;jak definiowany jest obszar fundamentalny?;95/3d/95/78/98/81/62/d7/b5/24/83/f6/3a/f3/17/bf/wikiObszar#fundamentalny/wikiObszar#fundamentalny.xml;wikiObszar#fundamentalny
czywiesz1193;z powodu jakiego ruchu heretyckiego ustanowiono inkwizycjê we Francji?;5c/42/a2/1a/ab/35/c0/39/ea/ec/e2/44/f8/91/7c/7b/wikiInkwizycja#we#Francji/wikiInkwizycja#we#Francji.xml;wikiInkwizycja#we#Francji
czywiesz1194;dziêki zastosowaniu jakiej metody sfotografowano papirusy z Herkulanum?;5b/0f/11/03/f6/56/25/b6/13/20/d1/40/c9/ff/4b/49/wikiPapirusy#z#Herkulanum/wikiPapirusy#z#Herkulanum.xml;wikiPapirusy#z#Herkulanum
czywiesz1195;jakie zwi¹zki chemiczne produkuje Soda Polska Ciech?;f4/8e/a5/45/f2/90/61/ca/e6/13/94/44/00/cc/06/93/wikiSoda#Polska#Ciech/wikiSoda#Polska#Ciech.xml;wikiSoda#Polska#Ciech
czywiesz1196;gdzie w Poznaniu odby³ siê pierwszy pochód pierwszomajowy?;a3/2b/28/50/cd/07/6c/bb/95/e6/f8/38/80/e3/1d/2c/wikiPlac#Bernardy_324_ski#w#Poznaniu/wikiPlac#Bernardy_324_ski#w#Poznaniu.xml;wikiPlac#Bernardy_324_ski#w#Poznaniu
czywiesz1197;w jakich okolicznoœciach mia³o dojœæ do aktów kanibalizmu podczas I wyprawy krzy¿owej?;ee/f3/c9/bd/91/6e/2a/2a/c4/1e/76/5d/2c/7f/39/c6/wikiObl_281__380_enie#Maarratu/wikiObl_281__380_enie#Maarratu.xml;wikiObl_281__380_enie#Maarratu
czywiesz1198;jak daleko od Ziemi znajduje siê jajko sadzone?;81/98/c2/37/e4/43/6f/bb/47/d8/8f/39/bf/cf/c5/92/wikiIRAS#17163_45_3907/wikiIRAS#17163_45_3907.xml;wikiIRAS#17163_45_3907
czywiesz1199;kto by³ „szefem” Karola Wojty³y w Zak³adach Sodowych w Borku Fa³êckim?;b9/bf/8e/56/62/30/6b/f4/37/e5/22/17/68/58/e6/73/wikiErnest#Pischinger/wikiErnest#Pischinger.xml;wikiErnest#Pischinger
czywiesz1200;jakie kontrowersyjne zdanie na temat twórczoœci Giuseppe Verdiego i jednej ze swoich wa¿niejszych ról zapisa³ Leo Slezak?;4b/2b/1c/80/4b/9d/52/83/ff/95/18/8f/81/7c/1b/09/wikiManrico/wikiManrico.xml;wikiManrico
czywiesz1201;od jakich plemion wzi¹³ swoj¹ nazwê sabeizm – kult religijny, polegaj¹cy na oddawaniu czci gwiazdom?;d5/a7/e2/16/02/6c/df/9d/63/7d/15/78/23/71/0a/bc/wikiSabejczycy/wikiSabejczycy.xml;wikiSabejczycy
czywiesz1202;co powiedzia³ Benedykt XVI do m³odzie¿y we Fryburgu?;88/13/18/b0/3b/5e/bb/29/26/c9/3a/24/b0/1c/ec/d9/wikiIII#podr_243__380_#apostolska#Benedykta#XVI#do#Niemiec/wikiIII#podr_243__380_#apostolska#Benedykta#XVI#do#Niemiec.xml;wikiIII#podr_243__380_#apostolska#Benedykta#XVI#do#Niemiec
czywiesz1203;co ³¹czy chorwackie ugrupowanie polityczne i pianie koguta?;2a/94/fc/7d/dd/c2/4d/67/03/cf/37/34/85/6f/37/42/wikiKoalicja#Kukuriku/wikiKoalicja#Kukuriku.xml;wikiKoalicja#Kukuriku
czywiesz1204;w jakich okolicznoœciach powsta³ Chorwacki Koœció³ Prawos³awny?;c9/92/b8/b1/04/d4/1b/34/62/a1/bb/ed/d8/09/48/f3/wikiChorwacki#Ko_347_ci_243__322_#Prawos_322_awny/wikiChorwacki#Ko_347_ci_243__322_#Prawos_322_awny.xml;wikiChorwacki#Ko_347_ci_243__322_#Prawos_322_awny
czywiesz1205;w którym chorwackim mieœcie znajduje siê £uk Sergiusza?;69/25/7d/86/b2/b0/76/0e/ad/67/29/c1/bd/61/b2/b0/wiki_321_uk#Sergiusza/wiki_321_uk#Sergiusza.xml;wiki_321_uk#Sergiusza
czywiesz1206;ile osób zginê³o z r¹k ustaszy w Glinie?;55/67/42/45/f5/4d/73/0c/dd/44/7b/70/27/0d/c5/29/wikiZbrodnie#w#Glinie/wikiZbrodnie#w#Glinie.xml;wikiZbrodnie#w#Glinie
czywiesz1207;który amerykañski kontradmira³ by³ dwukrotnym laureatem Nagrody Pulitzera?;5e/e5/41/f6/99/ad/eb/3c/1f/e6/02/08/1c/74/d5/0a/wikiSamuel#Eliot#Morison/wikiSamuel#Eliot#Morison.xml;wikiSamuel#Eliot#Morison
czywiesz1208;ogiery jakiej rasy hodowane s¹ w Ksi¹¿u?;23/a0/8a/4c/46/ee/c2/b1/ed/3f/1e/48/4c/03/91/78/wikiStado#Ogier_243_w#Ksi_261__380_/wikiStado#Ogier_243_w#Ksi_261__380_.xml;wikiStado#Ogier_243_w#Ksi_261__380_
czywiesz1209;kiedy mia³a miejsce bitwa ko³o wyspy Rennell?;96/37/4f/2c/1d/35/34/99/ca/97/2a/fa/23/08/32/76/wikiBitwa#ko_322_o#wyspy#Rennell/wikiBitwa#ko_322_o#wyspy#Rennell.xml;wikiBitwa#ko_322_o#wyspy#Rennell
czywiesz1210;jaka egzekucja przyczyni³a siê do za³o¿enia University of Cambridge?;21/a1/75/87/e8/95/e8/eb/73/9a/db/80/cf/81/64/66/wikiEgzekucja#student_243_w#w#Oksfordzie#_40_1209_41_/wikiEgzekucja#student_243_w#w#Oksfordzie#_40_1209_41_.xml;wikiEgzekucja#student_243_w#w#Oksfordzie#_40_1209_41_
czywiesz1211;jaki boski wiatr mia³ ocaliæ Japoniê przed dwoma najazdami Mongo³ów pod dowództwem Kubilaj-chana?;f7/b5/8c/02/1d/e5/2c/73/60/03/00/6c/45/f5/ce/99/wikiTajfun#Kamikaze/wikiTajfun#Kamikaze.xml;wikiTajfun#Kamikaze
czywiesz1212;który nadworny fotograf sprzeda³ swój patent firmie Eastman Kodak?;4b/2c/0f/25/cb/f5/57/b9/b0/9b/30/65/6a/44/53/19/wikiW_322_adys_322_aw#Gargul/wikiW_322_adys_322_aw#Gargul.xml;wikiW_322_adys_322_aw#Gargul
